id	base_movie_id	rank	movie_id	score
006981_09	6981	9	39292	1.0000000000000002
006981_10	6981	10	2968	1.0000000000000002
006981_11	6981	11	4007	1.0000000000000002
006981_12	6981	12	5291	1.0000000000000002
006981_13	6981	13	6669	1.0000000000000002
006981_14	6981	14	3038	1.0000000000000002
006981_15	6981	15	2022	1.0000000000000002
006981_16	6981	16	2006	1.0000000000000002
006981_17	6981	17	6552	1.0000000000000002
006981_18	6981	18	2987	1.0000000000000002
006981_19	6981	19	235	1.0000000000000002
006981_20	6981	20	1303	1.0000000000000002
006982_01	6982	1	1	1.0
006982_02	6982	2	3949	1.0
006982_03	6982	3	3948	1.0
006982_04	6982	4	3932	1.0
006982_05	6982	5	3928	1.0
006982_06	6982	6	3911	1.0
006982_07	6982	7	3910	1.0
006982_08	6982	8	3897	1.0
006982_09	6982	9	3871	1.0
006982_10	6982	10	3859	1.0
006982_11	6982	11	3852	1.0
006982_12	6982	12	3849	1.0
006982_13	6982	13	3816	1.0
006982_14	6982	14	3811	1.0
006982_15	6982	15	3801	1.0
006982_16	6982	16	3793	1.0
006982_17	6982	17	3789	1.0
006982_18	6982	18	3751	1.0
006982_19	6982	19	3739	1.0
006982_20	6982	20	3735	1.0
006983_01	6983	1	1674	1.0
006983_02	6983	2	3408	1.0
006983_03	6983	3	1597	1.0
006983_04	6983	4	1246	1.0
006983_05	6983	5	2407	1.0
006983_06	6983	6	3101	1.0
006983_07	6983	7	1408	1.0
006983_08	6983	8	4921	1.0
006983_09	6983	9	1282	1.0
006983_10	6983	10	3418	1.0
006983_11	6983	11	1035	1.0
006983_12	6983	12	2739	1.0
006983_13	6983	13	318	1.0
006983_14	6983	14	345	1.0
006983_15	6983	15	3499	1.0
006984_01	6984	1	1	1.0
006984_02	6984	2	3949	1.0
006984_03	6984	3	3948	1.0
006984_04	6984	4	3932	1.0
006984_05	6984	5	3928	1.0
006984_06	6984	6	3911	1.0
006984_07	6984	7	3910	1.0
006984_08	6984	8	3897	1.0
006984_09	6984	9	3871	1.0
006984_10	6984	10	3859	1.0
006984_11	6984	11	3852	1.0
006984_12	6984	12	3849	1.0
006984_13	6984	13	3816	1.0
006984_14	6984	14	3811	1.0
006984_15	6984	15	3801	1.0
006984_16	6984	16	3793	1.0
006984_17	6984	17	3789	1.0
006984_18	6984	18	3751	1.0
006984_19	6984	19	3739	1.0
006984_20	6984	20	3735	1.0
006985_01	6985	1	307	1.0000000000000002
006985_02	6985	2	3462	1.0000000000000002
006985_03	6985	3	3306	1.0000000000000002
006985_04	6985	4	3676	1.0000000000000002
006985_05	6985	5	7299	1.0
006985_06	6985	6	4998	1.0
006985_07	6985	7	5008	1.0
006985_08	6985	8	5012	1.0
006985_09	6985	9	5014	1.0
006985_10	6985	10	5015	1.0
006985_11	6985	11	5064	1.0
006985_12	6985	12	4980	1.0
006985_13	6985	13	5072	1.0
006985_14	6985	14	1124	1.0
006985_15	6985	15	1123	1.0
006985_16	6985	16	5114	1.0
006985_17	6985	17	5116	1.0
006985_18	6985	18	5121	1.0
006985_19	6985	19	5034	1.0
006985_20	6985	20	4970	1.0
006986_01	6986	1	1244	1.0
006986_02	6986	2	1197	1.0
006986_03	6986	3	1267	1.0
006986_04	6986	4	7001	1.0
006986_05	6986	5	1270	1.0
006986_06	6986	6	3072	1.0
006986_07	6986	7	2393	1.0
006986_08	6986	8	3198	1.0
006986_09	6986	9	4963	1.0
006986_10	6986	10	589	1.0
006986_11	6986	11	590	1.0
006986_12	6986	12	318	1.0
006986_13	6986	13	6987	1.0
006986_14	6986	14	3471	1.0
006986_15	6986	15	3578	1.0
006986_16	6986	16	7396	1.0
006986_17	6986	17	1580	1.0
006986_18	6986	18	150	1.0
006986_19	6986	19	928	1.0
006986_20	6986	20	7762	1.0
006987_01	6987	1	2288	1.0000000000000002
006987_02	6987	2	33493	1.0000000000000002
006987_03	6987	3	17	1.0000000000000002
006987_04	6987	4	247	1.0000000000000002
006987_05	6987	5	44555	1.0
006987_06	6987	6	6338	1.0
006987_07	6987	7	1041	1.0
006987_08	6987	8	6337	1.0
006987_09	6987	9	27741	1.0
006987_10	6987	10	6332	1.0
006987_11	6987	11	2153	1.0
006987_12	6987	12	27772	1.0
006987_13	6987	13	27776	1.0
006987_14	6987	14	27808	1.0
006987_15	6987	15	4338	1.0
006987_16	6987	16	94478	1.0
006987_17	6987	17	6306	1.0
006987_18	6987	18	27831	1.0
006987_19	6987	19	27834	1.0
006987_20	6987	20	2847	1.0
006989_01	6989	1	1859	1.0000000000000002
006989_02	6989	2	1809	1.0000000000000002
006989_03	6989	3	1249	1.0000000000000002
006989_04	6989	4	2996	1.0
006989_05	6989	5	2986	1.0
006989_06	6989	6	2962	1.0
006989_07	6989	7	2947	1.0
006989_08	6989	8	2942	1.0
006989_09	6989	9	2912	1.0
006989_10	6989	10	2875	1.0
006989_11	6989	11	8035	1.0
006989_12	6989	12	2867	1.0
006989_13	6989	13	515	1.0
006989_14	6989	14	95105	1.0
006989_15	6989	15	2827	1.0
006989_16	6989	16	2804	1.0
006989_17	6989	17	2795	1.0
006989_18	6989	18	2791	1.0
006989_19	6989	19	2779	1.0
006989_20	6989	20	3005	1.0
006990_01	6990	1	1	1.0
006990_02	6990	2	3949	1.0
006990_03	6990	3	3948	1.0
006990_04	6990	4	3932	1.0
006990_05	6990	5	3928	1.0
006990_06	6990	6	3911	1.0
006990_07	6990	7	3910	1.0
006990_08	6990	8	3897	1.0
006990_09	6990	9	3871	1.0
006990_10	6990	10	3859	1.0
006990_11	6990	11	3852	1.0
006990_12	6990	12	3849	1.0
006990_13	6990	13	3816	1.0
006990_14	6990	14	3811	1.0
006990_15	6990	15	3801	1.0
006990_16	6990	16	3793	1.0
006990_17	6990	17	3789	1.0
006990_18	6990	18	3751	1.0
006990_19	6990	19	3739	1.0
006990_20	6990	20	3735	1.0
006992_01	6992	1	95	1.0000000000000002
006992_02	6992	2	1584	1.0000000000000002
006992_03	6992	3	852	1.0000000000000002
006992_04	6992	4	653	1.0000000000000002
006992_05	6992	5	4167	1.0000000000000002
006992_06	6992	6	8528	1.0000000000000002
006992_07	6992	7	7017	1.0000000000000002
006992_08	6992	8	317	1.0000000000000002
006992_09	6992	9	2605	1.0000000000000002
006992_10	6992	10	1479	1.0000000000000002
006992_11	6992	11	5152	1.0000000000000002
006992_12	6992	12	4310	1.0000000000000002
006992_13	6992	13	7439	1.0000000000000002
006992_14	6992	14	4700	1.0000000000000002
006992_15	6992	15	6631	1.0
006992_16	6992	16	4504	1.0
006992_17	6992	17	114180	1.0
006992_18	6992	18	139130	1.0
006992_19	6992	19	58306	1.0
006992_20	6992	20	32442	1.0
006993_01	6993	1	1411	1.0000000000000002
006993_02	6993	2	6890	1.0000000000000002
006993_03	6993	3	2583	1.0000000000000002
006993_04	6993	4	2118	1.0000000000000002
006993_05	6993	5	2600	1.0000000000000002
006993_06	6993	6	1913	1.0000000000000002
006993_07	6993	7	51884	1.0000000000000002
006993_08	6993	8	1203	1.0000000000000002
006993_09	6993	9	3635	1.0000000000000002
006993_10	6993	10	1066	1.0000000000000002
006993_11	6993	11	3498	1.0000000000000002
006993_12	6993	12	909	1.0000000000000002
006993_13	6993	13	720	1.0000000000000002
006993_14	6993	14	1281	1.0000000000000002
006993_15	6993	15	6104	1.0000000000000002
006993_16	6993	16	2022	1.0000000000000002
006993_17	6993	17	3526	1.0000000000000002
006993_18	6993	18	6981	1.0000000000000002
006993_19	6993	19	7789	1.0000000000000002
006993_20	6993	20	6918	1.0000000000000002
006994_01	6994	1	4034	1.0
006994_02	6994	2	3190	1.0
006994_03	6994	3	129779	1.0
006994_04	6994	4	1615	1.0
006994_05	6994	5	6341	1.0
006994_06	6994	6	61073	1.0
006994_07	6994	7	3197	1.0
006994_08	6994	8	1609	1.0
006994_09	6994	9	6348	1.0
006994_10	6994	10	61132	1.0
006994_11	6994	11	1603	1.0
006994_12	6994	12	37857	1.0
006994_13	6994	13	1601	1.0
006994_14	6994	14	1599	1.0
006994_15	6994	15	1597	1.0
006994_16	6994	16	37830	1.0
006994_17	6994	17	130518	1.0
006994_18	6994	18	61236	1.0
006994_19	6994	19	1591	1.0
006994_20	6994	20	3208	1.0
006996_01	6996	1	4732	1.0000000000000002
006996_02	6996	2	82852	1.0
006996_03	6996	3	5942	1.0
006996_04	6996	4	2408	1.0
006996_05	6996	5	2401	1.0
006996_06	6996	6	2399	1.0
006996_07	6996	7	104419	1.0
006996_08	6996	8	43558	1.0
006996_09	6996	9	2394	1.0
006996_10	6996	10	104760	1.0
006996_11	6996	11	104837	1.0
006996_12	6996	12	43419	1.0
006996_13	6996	13	104906	1.0
006996_14	6996	14	104925	1.0
006996_15	6996	15	2377	1.0
006996_16	6996	16	105020	1.0
006996_17	6996	17	105037	1.0
006996_18	6996	18	105121	1.0
006996_19	6996	19	106330	1.0
006996_20	6996	20	42725	1.0
006997_01	6997	1	1	1.0
006997_02	6997	2	3020	1.0
006997_03	6997	3	1380	1.0
006997_04	6997	4	6188	1.0
006997_05	6997	5	1377	1.0
006997_06	6997	6	1376	1.0
006997_07	6997	7	1375	1.0
006997_08	6997	8	1373	1.0
006997_09	6997	9	1372	1.0
006997_10	6997	10	60941	1.0
006997_11	6997	11	3030	1.0
006997_12	6997	12	4508	1.0
006997_13	6997	13	1357	1.0
006997_14	6997	14	1355	1.0
006997_15	6997	15	4506	1.0
006997_16	6997	16	3036	1.0
006997_17	6997	17	61011	1.0
006997_18	6997	18	61024	1.0
006997_19	6997	19	1387	1.0
006997_20	6997	20	3039	1.0
006998_01	6998	1	84601	1.0
006998_02	6998	2	4679	1.0
006998_03	6998	3	4676	1.0
006998_04	6998	4	129779	1.0
006998_05	6998	5	1562	1.0
006998_06	6998	6	36517	1.0
006998_07	6998	7	6287	1.0
006998_08	6998	8	60365	1.0
006998_09	6998	9	6290	1.0
006998_10	6998	10	4670	1.0
006998_11	6998	11	1544	1.0
006998_12	6998	12	1541	1.0
006998_13	6998	13	130518	1.0
006998_14	6998	14	35836	1.0
006998_15	6998	15	1526	1.0
006998_16	6998	16	3100	1.0
006998_17	6998	17	34811	1.0
006998_18	6998	18	34800	1.0
006998_19	6998	19	1515	1.0
006998_20	6998	20	6305	1.0
006999_01	6999	1	52458	1.0
006999_02	6999	2	1245	1.0
006999_03	6999	3	8506	1.0
006999_04	6999	4	8502	1.0
006999_05	6999	5	33171	1.0
006999_06	6999	6	1237	1.0
006999_07	6999	7	58287	1.0
006999_08	6999	8	2686	1.0
006999_09	6999	9	8493	1.0
006999_10	6999	10	3988	1.0
006999_11	6999	11	8487	1.0
006999_12	6999	12	5361	1.0
006999_13	6999	13	3987	1.0
006999_14	6999	14	1226	1.0
006999_15	6999	15	8481	1.0
006999_16	6999	16	5353	1.0
006999_17	6999	17	58315	1.0
006999_18	6999	18	1256	1.0
006999_19	6999	19	2670	1.0
006999_20	6999	20	4016	1.0
007000_01	7000	1	3401	1.0
007000_02	7000	2	103596	1.0
007000_03	7000	3	5779	1.0
007000_04	7000	4	103609	1.0
007000_05	7000	5	103655	1.0
007000_06	7000	6	2387	1.0
007000_07	7000	7	41716	1.0
007000_08	7000	8	103755	1.0
007000_09	7000	9	2377	1.0
007000_10	7000	10	2374	1.0
007000_11	7000	11	41617	1.0
007000_12	7000	12	103865	1.0
007000_13	7000	13	2368	1.0
007000_14	7000	14	104017	1.0
007000_15	7000	15	104076	1.0
007000_16	7000	16	104129	1.0
007000_17	7000	17	2361	1.0
007000_18	7000	18	104211	1.0
007000_19	7000	19	2359	1.0
007000_20	7000	20	104218	1.0
007001_01	7001	1	38992	1.0
007001_02	7001	2	66297	1.0
007001_03	7001	3	33834	1.0
007001_04	7001	4	96737	1.0
007001_05	7001	5	2648	1.0
007001_06	7001	6	1594	1.0
007001_07	7001	7	55908	1.0
007001_08	7001	8	6692	1.0
007001_09	7001	9	1590	1.0
007001_10	7001	10	2657	1.0
007001_11	7001	11	65982	1.0
007001_12	7001	12	56012	1.0
007001_13	7001	13	86911	1.0
007001_14	7001	14	33672	1.0
007001_15	7001	15	3177	1.0
007001_16	7001	16	96588	1.0
007001_17	7001	17	714	1.0
007001_18	7001	18	33660	1.0
007001_19	7001	19	2664	1.0
007001_20	7001	20	56156	1.0
007004_01	7004	1	5437	1.0000000000000002
007004_02	7004	2	59421	1.0000000000000002
007004_03	7004	3	4616	1.0000000000000002
007004_04	7004	4	45730	1.0000000000000002
007004_05	7004	5	44759	1.0
007004_06	7004	6	87197	1.0
007004_07	7004	7	8916	1.0
007004_08	7004	8	5073	1.0
007004_09	7004	9	44929	1.0
007004_10	7004	10	3266	1.0
007004_11	7004	11	99532	1.0
007004_12	7004	12	1593	1.0
007004_13	7004	13	158783	1.0
007004_14	7004	14	5077	1.0
007004_15	7004	15	45074	1.0
007004_16	7004	16	99638	1.0
007004_17	7004	17	45183	1.0
007004_18	7004	18	158874	1.0
007004_19	7004	19	73808	1.0
007004_20	7004	20	117176	1.0
007005_01	7005	1	84601	1.0
007005_02	7005	2	4679	1.0
007005_03	7005	3	4676	1.0
007005_04	7005	4	129779	1.0
007005_05	7005	5	1562	1.0
007005_06	7005	6	36517	1.0
007005_07	7005	7	6287	1.0
007005_08	7005	8	60365	1.0
007005_09	7005	9	6290	1.0
007005_10	7005	10	4670	1.0
007005_11	7005	11	1544	1.0
007005_12	7005	12	1541	1.0
007005_13	7005	13	130518	1.0
007005_14	7005	14	35836	1.0
007005_15	7005	15	1526	1.0
007005_16	7005	16	3100	1.0
007005_17	7005	17	34811	1.0
007005_18	7005	18	34800	1.0
007005_19	7005	19	1515	1.0
007005_20	7005	20	6305	1.0
007007_01	7007	1	1287	1.0000000000000002
007007_02	7007	2	180	1.0000000000000002
007007_03	7007	3	3030	1.0
007007_04	7007	4	3024	1.0
007007_05	7007	5	1010	1.0
007007_06	7007	6	3020	1.0
007007_07	7007	7	3018	1.0
007007_08	7007	8	1014	1.0
007007_09	7007	9	3016	1.0
007007_10	7007	10	77800	1.0
007007_11	7007	11	1017	1.0
007007_12	7007	12	139644	1.0
007007_13	7007	13	1019	1.0
007007_14	7007	14	1020	1.0
007007_15	7007	15	139642	1.0
007007_16	7007	16	3031	1.0
007007_17	7007	17	68952	1.0
007007_18	7007	18	1023	1.0
007007_19	7007	19	77893	1.0
007007_20	7007	20	139415	1.0
007008_01	7008	1	2600	1.0000000000000002
007008_02	7008	2	8957	1.0000000000000002
007008_03	7008	3	7010	1.0
007008_04	7008	4	947	1.0
007008_05	7008	5	4378	1.0
007008_06	7008	6	87869	1.0
007008_07	7008	7	3386	1.0
007008_08	7008	8	951	1.0
007008_09	7008	9	1952	1.0
007008_10	7008	10	6858	1.0
007008_11	7008	11	67255	1.0
007008_12	7008	12	4383	1.0
007008_13	7008	13	44189	1.0
007008_14	7008	14	1949	1.0
007008_15	7008	15	961	1.0
007008_16	7008	16	44022	1.0
007008_17	7008	17	965	1.0
007008_18	7008	18	968	1.0
007008_19	7008	19	88129	1.0
007008_20	7008	20	88163	1.0
007009_01	7009	1	7299	1.0
007009_02	7009	2	4484	1.0
007009_03	7009	3	4495	1.0
007009_04	7009	4	1179	1.0
007009_05	7009	5	1178	1.0
007009_06	7009	6	1177	1.0
007009_07	7009	7	4508	1.0
007009_08	7009	8	4537	1.0
007009_09	7009	9	1185	1.0
007009_10	7009	10	4546	1.0
007009_11	7009	11	4641	1.0
007009_12	7009	12	4672	1.0
007009_13	7009	13	4678	1.0
007009_14	7009	14	4700	1.0
007009_15	7009	15	4720	1.0
007009_16	7009	16	4738	1.0
007009_17	7009	17	4754	1.0
007009_18	7009	18	4578	1.0
007009_19	7009	19	1148	1.0
007009_20	7009	20	4465	1.0
007010_01	7010	1	1466	1.0000000000000002
007010_02	7010	2	8983	1.0000000000000002
007010_03	7010	3	7160	1.0000000000000002
007010_04	7010	4	4132	1.0
007010_05	7010	5	3289	1.0
007010_06	7010	6	43871	1.0
007010_07	7010	7	1687	1.0
007010_08	7010	8	3295	1.0
007010_09	7010	9	4782	1.0
007010_10	7010	10	4780	1.0
007010_11	7010	11	4777	1.0
007010_12	7010	12	1678	1.0
007010_13	7010	13	3302	1.0
007010_14	7010	14	43556	1.0
007010_15	7010	15	3307	1.0
007010_16	7010	16	6415	1.0
007010_17	7010	17	43396	1.0
007010_18	7010	18	1667	1.0
007010_19	7010	19	43376	1.0
007010_20	7010	20	3310	1.0
007012_01	7012	1	3249	1.0
007012_02	7012	2	736	1.0
007012_03	7012	3	4144	1.0
007012_04	7012	4	2670	1.0
007012_05	7012	5	3745	1.0
007012_06	7012	6	5608	1.0
007012_07	7012	7	2211	1.0
007012_08	7012	8	1441	1.0
007012_09	7012	9	2212	1.0
007012_10	7012	10	2657	1.0
007012_11	7012	11	4138	1.0
007012_12	7012	12	8943	1.0
007012_13	7012	13	7646	1.0
007012_14	7012	14	5589	1.0
007012_15	7012	15	2652	1.0
007012_16	7012	16	4132	1.0
007012_17	7012	17	4131	1.0
007012_18	7012	18	5581	1.0
007012_19	7012	19	4130	1.0
007012_20	7012	20	2642	1.0
007013_01	7013	1	1955	1.0000000000000002
007013_02	7013	2	30749	1.0000000000000002
007013_03	7013	3	4306	1.0000000000000002
007013_04	7013	4	25825	1.0000000000000002
007013_05	7013	5	54001	1.0000000000000002
007013_06	7013	6	2202	1.0000000000000002
007013_07	7013	7	1372	1.0000000000000002
007013_08	7013	8	914	1.0000000000000002
007013_09	7013	9	82459	1.0000000000000002
007013_10	7013	10	41527	1.0
007013_11	7013	11	6953	1.0
007013_12	7013	12	2734	1.0
007013_13	7013	13	6412	1.0
007013_14	7013	14	2745	1.0
007013_15	7013	15	6954	1.0
007013_16	7013	16	2108	1.0
007013_17	7013	17	6405	1.0
007013_18	7013	18	41569	1.0
007013_19	7013	19	5644	1.0
007013_20	7013	20	6385	1.0
007015_01	7015	1	3809	1.0000000000000002
007015_02	7015	2	26365	1.0
007015_03	7015	3	26791	1.0
007015_04	7015	4	5139	1.0
007015_05	7015	5	5146	1.0
007015_06	7015	6	5147	1.0
007015_07	7015	7	26782	1.0
007015_08	7015	8	5152	1.0
007015_09	7015	9	26778	1.0
007015_10	7015	10	2179	1.0
007015_11	7015	11	2178	1.0
007015_12	7015	12	2177	1.0
007015_13	7015	13	5159	1.0
007015_14	7015	14	5168	1.0
007015_15	7015	15	2170	1.0
007015_16	7015	16	70703	1.0
007015_17	7015	17	5171	1.0
007015_18	7015	18	5177	1.0
007015_19	7015	19	26764	1.0
007015_20	7015	20	2162	1.0
007016_01	7016	1	116799	1.0
007016_02	7016	2	2422	1.0
007016_03	7016	3	2420	1.0
007016_04	7016	4	96448	1.0
007016_05	7016	5	1515	1.0
007016_06	7016	6	2408	1.0
007016_07	7016	7	119068	1.0
007016_08	7016	8	2403	1.0
007016_09	7016	9	2402	1.0
007016_10	7016	10	96530	1.0
007016_11	7016	11	2395	1.0
007016_12	7016	12	141422	1.0
007016_13	7016	13	6319	1.0
007016_14	7016	14	2392	1.0
007016_15	7016	15	6315	1.0
007016_16	7016	16	96114	1.0
007016_17	7016	17	141004	1.0
007016_18	7016	18	96616	1.0
007016_19	7016	19	140850	1.0
007016_20	7016	20	2389	1.0
007017_01	7017	1	7439	1.0000000000000002
007017_02	7017	2	5152	1.0000000000000002
007017_03	7017	3	4167	1.0000000000000002
007017_04	7017	4	95	1.0000000000000002
007017_05	7017	5	3257	1.0000000000000002
007017_06	7017	6	1479	1.0000000000000002
007017_07	7017	7	852	1.0000000000000002
007017_08	7017	8	2605	1.0000000000000002
007017_09	7017	9	4310	1.0000000000000002
007017_10	7017	10	252	1.0000000000000002
007017_11	7017	11	8528	1.0000000000000002
007017_12	7017	12	6992	1.0000000000000002
007017_13	7017	13	4700	1.0000000000000002
007017_14	7017	14	1584	1.0000000000000002
007017_15	7017	15	114126	1.0
007017_16	7017	16	114180	1.0
007017_17	7017	17	47200	1.0
007017_18	7017	18	2100	1.0
007017_19	7017	19	2099	1.0
007017_20	7017	20	47099	1.0
007018_01	7018	1	6370	1.0000000000000002
007018_02	7018	2	236	1.0000000000000002
007018_03	7018	3	3259	1.0000000000000002
007018_04	7018	4	7900	1.0
007018_05	7018	5	59615	1.0
007018_06	7018	6	2374	1.0
007018_07	7018	7	1032	1.0
007018_08	7018	8	2375	1.0
007018_09	7018	9	1030	1.0
007018_10	7018	10	1029	1.0
007018_11	7018	11	1025	1.0
007018_12	7018	12	2376	1.0
007018_13	7018	13	2378	1.0
007018_14	7018	14	1021	1.0
007018_15	7018	15	1020	1.0
007018_16	7018	16	5553	1.0
007018_17	7018	17	5550	1.0
007018_18	7018	18	3551	1.0
007018_19	7018	19	7916	1.0
007018_20	7018	20	5541	1.0
007019_01	7019	1	7299	1.0
007019_02	7019	2	4232	1.0
007019_03	7019	3	4240	1.0
007019_04	7019	4	4246	1.0
007019_05	7019	5	4247	1.0
007019_06	7019	6	78105	1.0
007019_07	7019	7	4254	1.0
007019_08	7019	8	4259	1.0
007019_09	7019	9	4263	1.0
007019_10	7019	10	78499	1.0
007019_11	7019	11	4270	1.0
007019_12	7019	12	77800	1.0
007019_13	7019	13	4285	1.0
007019_14	7019	14	77709	1.0
007019_15	7019	15	77201	1.0
007019_16	7019	16	4310	1.0
007019_17	7019	17	76093	1.0
007019_18	7019	18	76077	1.0
007019_19	7019	19	76030	1.0
007019_20	7019	20	4275	1.0
007022_01	7022	1	7541	1.0000000000000002
007022_02	7022	2	30745	1.0000000000000002
007022_03	7022	3	38159	1.0
007022_04	7022	4	38992	1.0
007022_05	7022	5	39449	1.0
007022_06	7022	6	1794	1.0
007022_07	7022	7	40412	1.0
007022_08	7022	8	40578	1.0
007022_09	7022	9	1791	1.0
007022_10	7022	10	1785	1.0
007022_11	7022	11	1783	1.0
007022_12	7022	12	40851	1.0
007022_13	7022	13	41627	1.0
007022_14	7022	14	41712	1.0
007022_15	7022	15	41724	1.0
007022_16	7022	16	1754	1.0
007022_17	7022	17	42013	1.0
007022_18	7022	18	42191	1.0
007022_19	7022	19	1810	1.0
007022_20	7022	20	36537	1.0
007023_01	7023	1	2722	1.0
007023_02	7023	2	2716	1.0
007023_03	7023	3	2717	1.0
007023_04	7023	4	8866	1.0
007023_05	7023	5	8268	1.0
007023_06	7023	6	6549	1.0
007023_07	7023	7	252	1.0
007023_08	7023	8	2028	1.0
007023_09	7023	9	1497	1.0
007023_10	7023	10	4025	1.0
007023_11	7023	11	5957	1.0
007023_12	7023	12	4823	1.0
007023_13	7023	13	270	1.0
007023_14	7023	14	653	1.0
007023_15	7023	15	4054	1.0
007023_16	7023	16	6577	1.0
007023_17	7023	17	2058	1.0
007023_18	7023	18	2059	1.0
007023_19	7023	19	284	1.0
007023_20	7023	20	1457	1.0
007024_01	7024	1	1201	1.0000000000000002
007024_02	7024	2	592	1.0000000000000002
007024_03	7024	3	5909	1.0000000000000002
007024_04	7024	4	608	1.0000000000000002
007024_05	7024	5	2361	1.0000000000000002
007024_06	7024	6	2161	1.0000000000000002
007024_07	7024	7	2291	1.0000000000000002
007024_08	7024	8	175	1.0000000000000002
007024_09	7024	9	5690	1.0
007024_10	7024	10	2720	1.0
007024_11	7024	11	4158	1.0
007024_12	7024	12	3189	1.0
007024_13	7024	13	2728	1.0
007024_14	7024	14	2729	1.0
007024_15	7024	15	34162	1.0
007024_16	7024	16	4148	1.0
007024_17	7024	17	55995	1.0
007024_18	7024	18	4368	1.0
007024_19	7024	19	6645	1.0
007024_20	7024	20	810	1.0
007025_01	7025	1	1682	1.0
007025_02	7025	2	8949	1.0
007025_03	7025	3	2232	1.0
007025_04	7025	4	2231	1.0
007025_05	7025	5	2841	1.0
007025_06	7025	6	1303	1.0
007025_07	7025	7	8937	1.0
007025_08	7025	8	53322	1.0
007025_09	7025	9	5632	1.0
007025_10	7025	10	5630	1.0
007025_11	7025	11	33004	1.0
007025_12	7025	12	8914	1.0
007025_13	7025	13	5617	1.0
007025_14	7025	14	6711	1.0
007025_15	7025	15	8874	1.0
007025_16	7025	16	33166	1.0
007025_17	7025	17	67534	1.0
007025_18	7025	18	481	1.0
007025_19	7025	19	480	1.0
007025_20	7025	20	474	1.0
007026_01	7026	1	1020	1.0000000000000002
007026_02	7026	2	372	1.0000000000000002
007026_03	7026	3	47810	1.0
007026_04	7026	4	4024	1.0
007026_05	7026	5	5391	1.0
007026_06	7026	6	8617	1.0
007026_07	7026	7	8614	1.0
007026_08	7026	8	5401	1.0
007026_09	7026	9	33836	1.0
007026_10	7026	10	2724	1.0
007026_11	7026	11	4020	1.0
007026_12	7026	12	1245	1.0
007026_13	7026	13	4018	1.0
007026_14	7026	14	4017	1.0
007026_15	7026	15	4016	1.0
007026_16	7026	16	4014	1.0
007026_17	7026	17	1256	1.0
007026_18	7026	18	1237	1.0
007026_19	7026	19	2719	1.0
007026_20	7026	20	5384	1.0
007027_01	7027	1	27821	1.0000000000000002
007027_02	7027	2	37739	1.0000000000000002
007027_03	7027	3	5693	1.0000000000000002
007027_04	7027	4	44709	1.0000000000000002
007027_05	7027	5	122900	1.0
007027_06	7027	6	122906	1.0
007027_07	7027	7	1955	1.0
007027_08	7027	8	1951	1.0
007027_09	7027	9	122920	1.0
007027_10	7027	10	122922	1.0
007027_11	7027	11	122924	1.0
007027_12	7027	12	1944	1.0
007027_13	7027	13	85796	1.0
007027_14	7027	14	123310	1.0
007027_15	7027	15	8968	1.0
007027_16	7027	16	46559	1.0
007027_17	7027	17	46367	1.0
007027_18	7027	18	46347	1.0
007027_19	7027	19	46322	1.0
007027_20	7027	20	4921	1.0
007028_01	7028	1	3168	1.0000000000000002
007028_02	7028	2	1221	1.0000000000000002
007028_03	7028	3	3476	1.0000000000000002
007028_04	7028	4	3439	1.0
007028_05	7028	5	3507	1.0
007028_06	7028	6	3503	1.0
007028_07	7028	7	861	1.0
007028_08	7028	8	866	1.0
007028_09	7028	9	3502	1.0
007028_10	7028	10	3498	1.0
007028_11	7028	11	3494	1.0
007028_12	7028	12	88744	1.0
007028_13	7028	13	3479	1.0
007028_14	7028	14	3468	1.0
007028_15	7028	15	89087	1.0
007028_16	7028	16	3452	1.0
007028_17	7028	17	89492	1.0
007028_18	7028	18	89745	1.0
007028_19	7028	19	89753	1.0
007028_20	7028	20	3438	1.0
007030_01	7030	1	34323	1.0000000000000002
007030_02	7030	2	4148	1.0000000000000002
007030_03	7030	3	3253	1.0000000000000002
007030_04	7030	4	543	1.0000000000000002
007030_05	7030	5	42725	1.0000000000000002
007030_06	7030	6	5445	1.0000000000000002
007030_07	7030	7	357	1.0000000000000002
007030_08	7030	8	41566	1.0000000000000002
007030_09	7030	9	6539	1.0000000000000002
007030_10	7030	10	3948	1.0000000000000002
007030_11	7030	11	1271	1.0000000000000002
007030_12	7030	12	8961	1.0000000000000002
007030_13	7030	13	55282	1.0000000000000002
007030_14	7030	14	4980	1.0000000000000002
007030_15	7030	15	4571	1.0000000000000002
007030_16	7030	16	3052	1.0000000000000002
007030_17	7030	17	4886	1.0000000000000002
007030_18	7030	18	35836	1.0000000000000002
007030_19	7030	19	1485	1.0000000000000002
007030_20	7030	20	333	1.0000000000000002
007031_01	7031	1	2722	1.0
007031_02	7031	2	2716	1.0
007031_03	7031	3	2717	1.0
007031_04	7031	4	8866	1.0
007031_05	7031	5	8268	1.0
007031_06	7031	6	6549	1.0
007031_07	7031	7	252	1.0
007031_08	7031	8	2028	1.0
007031_09	7031	9	1497	1.0
007031_10	7031	10	4025	1.0
007031_11	7031	11	5957	1.0
007031_12	7031	12	4823	1.0
007031_13	7031	13	270	1.0
007031_14	7031	14	653	1.0
007031_15	7031	15	4054	1.0
007031_16	7031	16	6577	1.0
007031_17	7031	17	2058	1.0
007031_18	7031	18	2059	1.0
007031_19	7031	19	284	1.0
