id	user_id	movie_id	rating	rated_at
00000000-0000-0000-0000-000000000318_061236	00000000-0000-0000-0000-000000000318	61236	2.5	2015-01-29 18:35:45+09
00000000-0000-0000-0000-000000000318_061248	00000000-0000-0000-0000-000000000318	61248	3.5	2011-05-16 01:25:36+09
00000000-0000-0000-0000-000000000318_061323	00000000-0000-0000-0000-000000000318	61323	5	2009-12-21 06:09:41+09
00000000-0000-0000-0000-000000000318_061394	00000000-0000-0000-0000-000000000318	61394	4	2014-11-16 06:27:12+09
00000000-0000-0000-0000-000000000318_062113	00000000-0000-0000-0000-000000000318	62113	3.5	2012-01-07 01:54:42+09
00000000-0000-0000-0000-000000000318_062208	00000000-0000-0000-0000-000000000318	62208	4.5	2015-07-08 19:32:51+09
00000000-0000-0000-0000-000000000318_062434	00000000-0000-0000-0000-000000000318	62434	3.5	2012-01-07 02:15:10+09
00000000-0000-0000-0000-000000000318_062849	00000000-0000-0000-0000-000000000318	62849	4	2012-01-20 01:39:08+09
00000000-0000-0000-0000-000000000318_063072	00000000-0000-0000-0000-000000000318	63072	4	2010-08-12 05:00:28+09
00000000-0000-0000-0000-000000000318_063082	00000000-0000-0000-0000-000000000318	63082	3.5	2009-10-26 05:56:39+09
00000000-0000-0000-0000-000000000318_063113	00000000-0000-0000-0000-000000000318	63113	3	2009-10-26 06:03:31+09
00000000-0000-0000-0000-000000000318_063876	00000000-0000-0000-0000-000000000318	63876	4	2015-02-22 04:28:54+09
00000000-0000-0000-0000-000000000318_064030	00000000-0000-0000-0000-000000000318	64030	3.5	2010-02-09 05:49:58+09
00000000-0000-0000-0000-000000000318_064034	00000000-0000-0000-0000-000000000318	64034	4	2015-10-03 22:44:44+09
00000000-0000-0000-0000-000000000318_064167	00000000-0000-0000-0000-000000000318	64167	3.5	2010-06-07 02:29:25+09
00000000-0000-0000-0000-000000000318_064497	00000000-0000-0000-0000-000000000318	64497	3	2018-06-24 01:35:23+09
00000000-0000-0000-0000-000000000318_064614	00000000-0000-0000-0000-000000000318	64614	4	2009-04-05 05:45:29+09
00000000-0000-0000-0000-000000000318_064716	00000000-0000-0000-0000-000000000318	64716	3.5	2014-12-28 00:43:38+09
00000000-0000-0000-0000-000000000318_064839	00000000-0000-0000-0000-000000000318	64839	3.5	2011-03-04 22:13:06+09
00000000-0000-0000-0000-000000000318_064957	00000000-0000-0000-0000-000000000318	64957	3.5	2015-02-22 04:27:50+09
00000000-0000-0000-0000-000000000318_064969	00000000-0000-0000-0000-000000000318	64969	3.5	2015-06-16 04:03:28+09
00000000-0000-0000-0000-000000000318_065037	00000000-0000-0000-0000-000000000318	65037	3.5	2009-02-25 04:26:03+09
00000000-0000-0000-0000-000000000318_065126	00000000-0000-0000-0000-000000000318	65126	4	2015-06-16 04:00:22+09
00000000-0000-0000-0000-000000000318_065225	00000000-0000-0000-0000-000000000318	65225	4.5	2011-09-07 03:56:41+09
00000000-0000-0000-0000-000000000318_065631	00000000-0000-0000-0000-000000000318	65631	4	2015-05-26 03:32:42+09
00000000-0000-0000-0000-000000000318_065642	00000000-0000-0000-0000-000000000318	65642	3.5	2015-04-06 05:38:33+09
00000000-0000-0000-0000-000000000318_066511	00000000-0000-0000-0000-000000000318	66511	3.5	2011-05-21 02:46:40+09
00000000-0000-0000-0000-000000000318_066744	00000000-0000-0000-0000-000000000318	66744	4	2015-05-30 15:37:31+09
00000000-0000-0000-0000-000000000318_067197	00000000-0000-0000-0000-000000000318	67197	3	2011-07-03 02:43:26+09
00000000-0000-0000-0000-000000000318_067508	00000000-0000-0000-0000-000000000318	67508	4	2012-01-03 01:02:21+09
00000000-0000-0000-0000-000000000318_067734	00000000-0000-0000-0000-000000000318	67734	4	2010-04-30 04:18:18+09
00000000-0000-0000-0000-000000000318_067997	00000000-0000-0000-0000-000000000318	67997	4.5	2014-10-12 21:37:02+09
00000000-0000-0000-0000-000000000318_068073	00000000-0000-0000-0000-000000000318	68073	4	2012-09-09 17:43:31+09
00000000-0000-0000-0000-000000000318_068157	00000000-0000-0000-0000-000000000318	68157	4	2014-10-19 21:51:37+09
00000000-0000-0000-0000-000000000318_068159	00000000-0000-0000-0000-000000000318	68159	4	2015-04-08 20:16:27+09
00000000-0000-0000-0000-000000000318_068237	00000000-0000-0000-0000-000000000318	68237	4.5	2009-12-21 06:11:13+09
00000000-0000-0000-0000-000000000318_068358	00000000-0000-0000-0000-000000000318	68358	3.5	2014-10-18 19:37:40+09
00000000-0000-0000-0000-000000000318_068444	00000000-0000-0000-0000-000000000318	68444	3.5	2015-04-06 05:41:29+09
00000000-0000-0000-0000-000000000318_068554	00000000-0000-0000-0000-000000000318	68554	3	2015-07-20 17:42:48+09
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	4	2015-02-22 04:27:07+09
00000000-0000-0000-0000-000000000318_069122	00000000-0000-0000-0000-000000000318	69122	3.5	2010-02-08 05:17:44+09
00000000-0000-0000-0000-000000000318_069278	00000000-0000-0000-0000-000000000318	69278	3.5	2015-01-17 22:05:02+09
00000000-0000-0000-0000-000000000318_069436	00000000-0000-0000-0000-000000000318	69436	3.5	2012-01-07 02:12:14+09
00000000-0000-0000-0000-000000000318_069481	00000000-0000-0000-0000-000000000318	69481	3.5	2009-09-28 19:10:14+09
00000000-0000-0000-0000-000000000318_069529	00000000-0000-0000-0000-000000000318	69529	4	2011-09-07 02:44:21+09
00000000-0000-0000-0000-000000000318_069640	00000000-0000-0000-0000-000000000318	69640	3.5	2015-06-16 04:03:48+09
00000000-0000-0000-0000-000000000318_069644	00000000-0000-0000-0000-000000000318	69644	4	2012-01-07 01:54:47+09
00000000-0000-0000-0000-000000000318_069746	00000000-0000-0000-0000-000000000318	69746	3.5	2015-02-22 04:29:10+09
00000000-0000-0000-0000-000000000318_069757	00000000-0000-0000-0000-000000000318	69757	4	2015-02-22 04:27:31+09
00000000-0000-0000-0000-000000000318_069784	00000000-0000-0000-0000-000000000318	69784	4	2015-02-22 04:29:21+09
00000000-0000-0000-0000-000000000318_069844	00000000-0000-0000-0000-000000000318	69844	3.5	2010-12-11 22:46:17+09
00000000-0000-0000-0000-000000000318_069951	00000000-0000-0000-0000-000000000318	69951	3.5	2014-10-19 03:11:03+09
00000000-0000-0000-0000-000000000318_069953	00000000-0000-0000-0000-000000000318	69953	3.5	2014-12-28 06:38:14+09
00000000-0000-0000-0000-000000000318_070286	00000000-0000-0000-0000-000000000318	70286	3	2009-12-21 05:20:10+09
00000000-0000-0000-0000-000000000318_070533	00000000-0000-0000-0000-000000000318	70533	4	2016-02-19 23:14:56+09
00000000-0000-0000-0000-000000000318_070984	00000000-0000-0000-0000-000000000318	70984	3.5	2016-01-05 21:13:57+09
00000000-0000-0000-0000-000000000318_071057	00000000-0000-0000-0000-000000000318	71057	4	2014-10-19 03:07:01+09
00000000-0000-0000-0000-000000000318_071106	00000000-0000-0000-0000-000000000318	71106	3	2014-11-02 19:00:22+09
00000000-0000-0000-0000-000000000318_071131	00000000-0000-0000-0000-000000000318	71131	4	2011-03-19 22:33:15+09
00000000-0000-0000-0000-000000000318_071147	00000000-0000-0000-0000-000000000318	71147	3	2015-06-06 04:05:52+09
00000000-0000-0000-0000-000000000318_071156	00000000-0000-0000-0000-000000000318	71156	4.5	2010-07-07 16:37:37+09
00000000-0000-0000-0000-000000000318_071211	00000000-0000-0000-0000-000000000318	71211	4.5	2010-08-19 23:36:16+09
00000000-0000-0000-0000-000000000318_071282	00000000-0000-0000-0000-000000000318	71282	4	2014-10-19 00:29:37+09
00000000-0000-0000-0000-000000000318_071453	00000000-0000-0000-0000-000000000318	71453	4	2015-07-09 20:07:29+09
00000000-0000-0000-0000-000000000318_071464	00000000-0000-0000-0000-000000000318	71464	4	2014-10-12 21:28:14+09
00000000-0000-0000-0000-000000000318_071468	00000000-0000-0000-0000-000000000318	71468	3.5	2014-11-09 22:04:33+09
00000000-0000-0000-0000-000000000318_071494	00000000-0000-0000-0000-000000000318	71494	3.5	2015-03-20 01:48:50+09
00000000-0000-0000-0000-000000000318_071535	00000000-0000-0000-0000-000000000318	71535	4	2010-07-07 16:37:28+09
00000000-0000-0000-0000-000000000318_071745	00000000-0000-0000-0000-000000000318	71745	4.5	2010-01-06 04:45:53+09
00000000-0000-0000-0000-000000000318_071838	00000000-0000-0000-0000-000000000318	71838	4	2012-09-09 17:44:06+09
00000000-0000-0000-0000-000000000318_071867	00000000-0000-0000-0000-000000000318	71867	3	2016-03-09 06:56:50+09
00000000-0000-0000-0000-000000000318_071899	00000000-0000-0000-0000-000000000318	71899	4	2011-07-24 05:15:24+09
00000000-0000-0000-0000-000000000318_072011	00000000-0000-0000-0000-000000000318	72011	4	2010-06-06 22:49:23+09
00000000-0000-0000-0000-000000000318_072171	00000000-0000-0000-0000-000000000318	72171	5	2012-09-07 19:44:29+09
00000000-0000-0000-0000-000000000318_072226	00000000-0000-0000-0000-000000000318	72226	4.5	2010-04-02 01:22:14+09
00000000-0000-0000-0000-000000000318_072356	00000000-0000-0000-0000-000000000318	72356	4.5	2018-02-07 02:41:50+09
00000000-0000-0000-0000-000000000318_072378	00000000-0000-0000-0000-000000000318	72378	3.5	2015-03-12 05:39:43+09
00000000-0000-0000-0000-000000000318_072714	00000000-0000-0000-0000-000000000318	72714	4	2018-05-14 03:23:26+09
00000000-0000-0000-0000-000000000318_072720	00000000-0000-0000-0000-000000000318	72720	4	2017-10-12 02:38:47+09
00000000-0000-0000-0000-000000000318_072921	00000000-0000-0000-0000-000000000318	72921	3.5	2010-01-07 04:23:40+09
00000000-0000-0000-0000-000000000318_072998	00000000-0000-0000-0000-000000000318	72998	3.5	2011-09-07 17:38:00+09
00000000-0000-0000-0000-000000000318_073017	00000000-0000-0000-0000-000000000318	73017	3.5	2010-03-02 04:31:57+09
00000000-0000-0000-0000-000000000318_073266	00000000-0000-0000-0000-000000000318	73266	4.5	2012-01-07 03:00:20+09
00000000-0000-0000-0000-000000000318_073321	00000000-0000-0000-0000-000000000318	73321	3.5	2014-10-19 03:06:36+09
00000000-0000-0000-0000-000000000318_073323	00000000-0000-0000-0000-000000000318	73323	4	2011-01-02 23:52:09+09
00000000-0000-0000-0000-000000000318_074089	00000000-0000-0000-0000-000000000318	74089	3.5	2010-02-08 05:18:24+09
00000000-0000-0000-0000-000000000318_074226	00000000-0000-0000-0000-000000000318	74226	5	2014-12-28 00:31:34+09
00000000-0000-0000-0000-000000000318_074458	00000000-0000-0000-0000-000000000318	74458	4.5	2010-04-09 03:34:37+09
00000000-0000-0000-0000-000000000318_074545	00000000-0000-0000-0000-000000000318	74545	4	2011-12-17 04:50:04+09
00000000-0000-0000-0000-000000000318_074789	00000000-0000-0000-0000-000000000318	74789	3	2010-08-20 02:07:04+09
00000000-0000-0000-0000-000000000318_074791	00000000-0000-0000-0000-000000000318	74791	4	2015-02-22 04:27:37+09
00000000-0000-0000-0000-000000000318_074795	00000000-0000-0000-0000-000000000318	74795	4	2015-06-16 04:06:58+09
00000000-0000-0000-0000-000000000318_076054	00000000-0000-0000-0000-000000000318	76054	4	2015-02-22 04:27:36+09
00000000-0000-0000-0000-000000000318_076077	00000000-0000-0000-0000-000000000318	76077	3.5	2012-01-07 02:15:25+09
00000000-0000-0000-0000-000000000318_076093	00000000-0000-0000-0000-000000000318	76093	4	2012-04-08 03:06:19+09
00000000-0000-0000-0000-000000000318_076173	00000000-0000-0000-0000-000000000318	76173	3	2010-08-16 06:27:22+09
00000000-0000-0000-0000-000000000318_076175	00000000-0000-0000-0000-000000000318	76175	2.5	2015-10-17 04:13:08+09
00000000-0000-0000-0000-000000000318_076251	00000000-0000-0000-0000-000000000318	76251	4	2011-08-09 16:50:26+09
00000000-0000-0000-0000-000000000318_076738	00000000-0000-0000-0000-000000000318	76738	3.5	2014-10-19 00:32:56+09
00000000-0000-0000-0000-000000000318_077191	00000000-0000-0000-0000-000000000318	77191	4	2010-04-30 04:30:40+09
00000000-0000-0000-0000-000000000318_077233	00000000-0000-0000-0000-000000000318	77233	3.5	2012-08-26 03:58:17+09
00000000-0000-0000-0000-000000000318_077455	00000000-0000-0000-0000-000000000318	77455	4.5	2011-03-07 08:06:55+09
00000000-0000-0000-0000-000000000318_077561	00000000-0000-0000-0000-000000000318	77561	3	2015-03-12 05:39:53+09
00000000-0000-0000-0000-000000000318_077800	00000000-0000-0000-0000-000000000318	77800	4	2015-02-22 04:28:07+09
00000000-0000-0000-0000-000000000318_077866	00000000-0000-0000-0000-000000000318	77866	3	2015-06-16 04:05:23+09
00000000-0000-0000-0000-000000000318_078105	00000000-0000-0000-0000-000000000318	78105	2.5	2015-06-16 04:04:26+09
00000000-0000-0000-0000-000000000318_078209	00000000-0000-0000-0000-000000000318	78209	3.5	2015-02-22 04:28:11+09
00000000-0000-0000-0000-000000000318_078836	00000000-0000-0000-0000-000000000318	78836	5	2015-11-10 21:41:41+09
00000000-0000-0000-0000-000000000318_079057	00000000-0000-0000-0000-000000000318	79057	2.5	2014-10-31 03:32:30+09
00000000-0000-0000-0000-000000000318_079073	00000000-0000-0000-0000-000000000318	79073	4	2014-10-12 21:39:20+09
00000000-0000-0000-0000-000000000318_079091	00000000-0000-0000-0000-000000000318	79091	3.5	2014-10-19 21:43:26+09
00000000-0000-0000-0000-000000000318_079132	00000000-0000-0000-0000-000000000318	79132	4	2015-02-22 04:29:05+09
00000000-0000-0000-0000-000000000318_079134	00000000-0000-0000-0000-000000000318	79134	4	2014-10-16 05:29:09+09
00000000-0000-0000-0000-000000000318_079139	00000000-0000-0000-0000-000000000318	79139	3	2012-01-02 03:20:47+09
00000000-0000-0000-0000-000000000318_079357	00000000-0000-0000-0000-000000000318	79357	4	2011-12-17 02:33:35+09
00000000-0000-0000-0000-000000000318_079428	00000000-0000-0000-0000-000000000318	79428	5	2012-01-07 02:17:30+09
00000000-0000-0000-0000-000000000318_079695	00000000-0000-0000-0000-000000000318	79695	3	2012-01-02 03:19:50+09
00000000-0000-0000-0000-000000000318_079702	00000000-0000-0000-0000-000000000318	79702	4	2011-02-13 05:46:42+09
00000000-0000-0000-0000-000000000318_080478	00000000-0000-0000-0000-000000000318	80478	4	2015-09-19 23:20:05+09
00000000-0000-0000-0000-000000000318_080553	00000000-0000-0000-0000-000000000318	80553	3.5	2014-11-30 02:07:19+09
00000000-0000-0000-0000-000000000318_080693	00000000-0000-0000-0000-000000000318	80693	3.5	2014-12-20 22:09:13+09
00000000-0000-0000-0000-000000000318_080906	00000000-0000-0000-0000-000000000318	80906	4	2012-03-18 06:43:29+09
00000000-0000-0000-0000-000000000318_081018	00000000-0000-0000-0000-000000000318	81018	4	2011-07-03 00:25:22+09
00000000-0000-0000-0000-000000000318_081158	00000000-0000-0000-0000-000000000318	81158	3	2011-03-07 08:08:25+09
00000000-0000-0000-0000-000000000318_081191	00000000-0000-0000-0000-000000000318	81191	4	2014-10-19 00:36:15+09
00000000-0000-0000-0000-000000000318_081229	00000000-0000-0000-0000-000000000318	81229	4.5	2012-01-02 03:12:20+09
00000000-0000-0000-0000-000000000318_081537	00000000-0000-0000-0000-000000000318	81537	3.5	2012-01-07 01:19:30+09
00000000-0000-0000-0000-000000000318_081564	00000000-0000-0000-0000-000000000318	81564	4	2012-01-07 01:31:23+09
00000000-0000-0000-0000-000000000318_081834	00000000-0000-0000-0000-000000000318	81834	4	2010-12-11 22:46:10+09
00000000-0000-0000-0000-000000000318_081845	00000000-0000-0000-0000-000000000318	81845	4	2011-01-29 22:11:20+09
00000000-0000-0000-0000-000000000318_081910	00000000-0000-0000-0000-000000000318	81910	4	2014-10-19 00:25:59+09
00000000-0000-0000-0000-000000000318_082459	00000000-0000-0000-0000-000000000318	82459	5	2011-03-19 06:55:19+09
00000000-0000-0000-0000-000000000318_082461	00000000-0000-0000-0000-000000000318	82461	3.5	2011-12-17 04:03:19+09
00000000-0000-0000-0000-000000000318_083803	00000000-0000-0000-0000-000000000318	83803	4.5	2012-01-22 03:24:05+09
00000000-0000-0000-0000-000000000318_083827	00000000-0000-0000-0000-000000000318	83827	3.5	2014-10-19 00:27:47+09
00000000-0000-0000-0000-000000000318_083976	00000000-0000-0000-0000-000000000318	83976	4	2012-08-26 03:58:55+09
00000000-0000-0000-0000-000000000318_084152	00000000-0000-0000-0000-000000000318	84152	3.5	2015-04-01 18:02:05+09
00000000-0000-0000-0000-000000000318_084187	00000000-0000-0000-0000-000000000318	84187	3.5	2016-02-19 23:15:41+09
00000000-0000-0000-0000-000000000318_084273	00000000-0000-0000-0000-000000000318	84273	5	2012-02-27 02:37:24+09
00000000-0000-0000-0000-000000000318_084716	00000000-0000-0000-0000-000000000318	84716	4	2015-01-29 18:39:21+09
00000000-0000-0000-0000-000000000318_084772	00000000-0000-0000-0000-000000000318	84772	3.5	2015-02-22 04:28:53+09
00000000-0000-0000-0000-000000000318_084944	00000000-0000-0000-0000-000000000318	84944	4.5	2011-08-06 21:32:24+09
00000000-0000-0000-0000-000000000318_084954	00000000-0000-0000-0000-000000000318	84954	4.5	2015-04-01 18:03:48+09
00000000-0000-0000-0000-000000000318_085213	00000000-0000-0000-0000-000000000318	85213	4	2017-10-12 02:35:26+09
00000000-0000-0000-0000-000000000318_085342	00000000-0000-0000-0000-000000000318	85342	4.5	2012-01-03 01:15:57+09
00000000-0000-0000-0000-000000000318_085414	00000000-0000-0000-0000-000000000318	85414	4.5	2015-04-01 18:03:44+09
00000000-0000-0000-0000-000000000318_085510	00000000-0000-0000-0000-000000000318	85510	4	2012-04-08 04:46:03+09
00000000-0000-0000-0000-000000000318_085736	00000000-0000-0000-0000-000000000318	85736	4	2012-01-22 03:08:50+09
00000000-0000-0000-0000-000000000318_086237	00000000-0000-0000-0000-000000000318	86237	5	2015-03-07 00:03:54+09
00000000-0000-0000-0000-000000000318_086279	00000000-0000-0000-0000-000000000318	86279	3.5	2016-04-10 03:10:58+09
00000000-0000-0000-0000-000000000318_086290	00000000-0000-0000-0000-000000000318	86290	4	2015-02-22 04:28:22+09
00000000-0000-0000-0000-000000000318_086293	00000000-0000-0000-0000-000000000318	86293	3.5	2015-04-13 16:30:41+09
00000000-0000-0000-0000-000000000318_086377	00000000-0000-0000-0000-000000000318	86377	4	2014-10-18 00:38:19+09
00000000-0000-0000-0000-000000000318_086548	00000000-0000-0000-0000-000000000318	86548	3.5	2015-05-23 21:02:14+09
00000000-0000-0000-0000-000000000318_086880	00000000-0000-0000-0000-000000000318	86880	3.5	2012-01-02 03:21:50+09
00000000-0000-0000-0000-000000000318_086922	00000000-0000-0000-0000-000000000318	86922	4	2018-01-04 05:51:39+09
00000000-0000-0000-0000-000000000318_087222	00000000-0000-0000-0000-000000000318	87222	4	2012-01-02 03:20:15+09
00000000-0000-0000-0000-000000000318_087232	00000000-0000-0000-0000-000000000318	87232	3	2012-09-03 20:01:38+09
00000000-0000-0000-0000-000000000318_087304	00000000-0000-0000-0000-000000000318	87304	3.5	2015-01-29 18:39:57+09
00000000-0000-0000-0000-000000000318_087444	00000000-0000-0000-0000-000000000318	87444	3.5	2011-10-22 22:54:33+09
00000000-0000-0000-0000-000000000318_087660	00000000-0000-0000-0000-000000000318	87660	4.5	2018-02-07 02:41:45+09
00000000-0000-0000-0000-000000000318_088125	00000000-0000-0000-0000-000000000318	88125	4	2011-10-30 22:10:53+09
00000000-0000-0000-0000-000000000318_088129	00000000-0000-0000-0000-000000000318	88129	3.5	2014-10-12 04:08:34+09
00000000-0000-0000-0000-000000000318_088140	00000000-0000-0000-0000-000000000318	88140	3.5	2015-02-22 04:28:25+09
00000000-0000-0000-0000-000000000318_088810	00000000-0000-0000-0000-000000000318	88810	4	2014-11-30 01:38:04+09
00000000-0000-0000-0000-000000000318_089030	00000000-0000-0000-0000-000000000318	89030	3	2014-11-30 01:55:40+09
00000000-0000-0000-0000-000000000318_089470	00000000-0000-0000-0000-000000000318	89470	4	2014-12-28 01:00:21+09
00000000-0000-0000-0000-000000000318_089492	00000000-0000-0000-0000-000000000318	89492	3.5	2015-02-25 02:03:00+09
00000000-0000-0000-0000-000000000318_089745	00000000-0000-0000-0000-000000000318	89745	3.5	2012-08-31 05:11:49+09
00000000-0000-0000-0000-000000000318_089753	00000000-0000-0000-0000-000000000318	89753	4	2015-02-22 04:27:39+09
00000000-0000-0000-0000-000000000318_089945	00000000-0000-0000-0000-000000000318	89945	3	2014-10-19 21:45:15+09
00000000-0000-0000-0000-000000000318_090245	00000000-0000-0000-0000-000000000318	90245	4	2015-05-31 16:24:29+09
00000000-0000-0000-0000-000000000318_090357	00000000-0000-0000-0000-000000000318	90357	3.5	2015-03-29 06:43:03+09
00000000-0000-0000-0000-000000000318_090528	00000000-0000-0000-0000-000000000318	90528	3.5	2015-05-30 15:37:29+09
00000000-0000-0000-0000-000000000318_090600	00000000-0000-0000-0000-000000000318	90600	3	2015-12-14 06:31:56+09
00000000-0000-0000-0000-000000000318_090630	00000000-0000-0000-0000-000000000318	90630	3.5	2014-12-28 00:44:55+09
00000000-0000-0000-0000-000000000318_090647	00000000-0000-0000-0000-000000000318	90647	4	2014-10-18 19:27:25+09
00000000-0000-0000-0000-000000000318_090746	00000000-0000-0000-0000-000000000318	90746	4	2012-01-02 02:28:01+09
00000000-0000-0000-0000-000000000318_090769	00000000-0000-0000-0000-000000000318	90769	4	2014-11-01 04:15:29+09
00000000-0000-0000-0000-000000000318_090866	00000000-0000-0000-0000-000000000318	90866	4	2015-02-22 04:27:29+09
00000000-0000-0000-0000-000000000318_091128	00000000-0000-0000-0000-000000000318	91128	4.5	2015-04-08 20:16:40+09
00000000-0000-0000-0000-000000000318_091500	00000000-0000-0000-0000-000000000318	91500	3.5	2014-10-19 03:09:23+09
00000000-0000-0000-0000-000000000318_091529	00000000-0000-0000-0000-000000000318	91529	3	2014-11-30 01:49:37+09
00000000-0000-0000-0000-000000000318_091535	00000000-0000-0000-0000-000000000318	91535	3	2014-11-30 01:51:35+09
00000000-0000-0000-0000-000000000318_091542	00000000-0000-0000-0000-000000000318	91542	3.5	2015-02-25 02:03:06+09
00000000-0000-0000-0000-000000000318_091658	00000000-0000-0000-0000-000000000318	91658	3.5	2014-11-30 01:38:08+09
00000000-0000-0000-0000-000000000318_091784	00000000-0000-0000-0000-000000000318	91784	4.5	2015-07-02 04:35:32+09
00000000-0000-0000-0000-000000000318_091860	00000000-0000-0000-0000-000000000318	91860	4	2018-02-05 05:00:20+09
00000000-0000-0000-0000-000000000318_091976	00000000-0000-0000-0000-000000000318	91976	4	2012-06-24 03:31:05+09
00000000-0000-0000-0000-000000000318_092422	00000000-0000-0000-0000-000000000318	92422	4	2015-05-30 15:21:18+09
00000000-0000-0000-0000-000000000318_092475	00000000-0000-0000-0000-000000000318	92475	4.5	2014-10-19 00:31:16+09
00000000-0000-0000-0000-000000000318_092637	00000000-0000-0000-0000-000000000318	92637	3.5	2015-03-20 01:59:29+09
00000000-0000-0000-0000-000000000318_093510	00000000-0000-0000-0000-000000000318	93510	4	2014-11-30 01:50:06+09
00000000-0000-0000-0000-000000000318_093721	00000000-0000-0000-0000-000000000318	93721	3.5	2015-03-15 19:04:58+09
00000000-0000-0000-0000-000000000318_094150	00000000-0000-0000-0000-000000000318	94150	4	2014-11-30 01:38:45+09
00000000-0000-0000-0000-000000000318_094677	00000000-0000-0000-0000-000000000318	94677	4	2014-11-30 01:54:48+09
00000000-0000-0000-0000-000000000318_094735	00000000-0000-0000-0000-000000000318	94735	4	2015-03-29 06:52:50+09
00000000-0000-0000-0000-000000000318_094777	00000000-0000-0000-0000-000000000318	94777	3.5	2013-02-23 07:23:43+09
00000000-0000-0000-0000-000000000318_094864	00000000-0000-0000-0000-000000000318	94864	4	2012-12-15 07:45:20+09
00000000-0000-0000-0000-000000000318_094953	00000000-0000-0000-0000-000000000318	94953	4	2016-02-28 09:30:18+09
00000000-0000-0000-0000-000000000318_094959	00000000-0000-0000-0000-000000000318	94959	3.5	2015-02-22 04:29:01+09
00000000-0000-0000-0000-000000000318_095510	00000000-0000-0000-0000-000000000318	95510	3	2014-11-30 01:49:51+09
00000000-0000-0000-0000-000000000318_095558	00000000-0000-0000-0000-000000000318	95558	3	2016-02-28 09:49:58+09
00000000-0000-0000-0000-000000000318_095720	00000000-0000-0000-0000-000000000318	95720	3	2014-11-30 02:10:33+09
00000000-0000-0000-0000-000000000318_095873	00000000-0000-0000-0000-000000000318	95873	4	2012-12-15 07:45:57+09
00000000-0000-0000-0000-000000000318_096020	00000000-0000-0000-0000-000000000318	96020	4	2015-02-21 03:18:10+09
00000000-0000-0000-0000-000000000318_096084	00000000-0000-0000-0000-000000000318	96084	4.5	2015-01-13 19:32:22+09
00000000-0000-0000-0000-000000000318_096610	00000000-0000-0000-0000-000000000318	96610	3.5	2014-10-19 03:06:17+09
00000000-0000-0000-0000-000000000318_096728	00000000-0000-0000-0000-000000000318	96728	3	2014-10-16 05:28:34+09
00000000-0000-0000-0000-000000000318_097168	00000000-0000-0000-0000-000000000318	97168	4.5	2014-10-19 00:36:03+09
00000000-0000-0000-0000-000000000318_097225	00000000-0000-0000-0000-000000000318	97225	3.5	2014-10-19 22:00:48+09
00000000-0000-0000-0000-000000000318_097304	00000000-0000-0000-0000-000000000318	97304	4	2014-10-19 21:44:52+09
00000000-0000-0000-0000-000000000318_097306	00000000-0000-0000-0000-000000000318	97306	4.5	2014-10-16 05:34:45+09
00000000-0000-0000-0000-000000000318_097752	00000000-0000-0000-0000-000000000318	97752	4	2014-10-19 03:06:31+09
00000000-0000-0000-0000-000000000318_097860	00000000-0000-0000-0000-000000000318	97860	4.5	2013-02-23 07:19:51+09
00000000-0000-0000-0000-000000000318_097904	00000000-0000-0000-0000-000000000318	97904	4	2015-11-19 03:25:06+09
00000000-0000-0000-0000-000000000318_097938	00000000-0000-0000-0000-000000000318	97938	4	2014-10-12 21:27:01+09
00000000-0000-0000-0000-000000000318_098585	00000000-0000-0000-0000-000000000318	98585	3.5	2014-11-30 02:03:44+09
00000000-0000-0000-0000-000000000318_098809	00000000-0000-0000-0000-000000000318	98809	4	2014-11-11 04:37:22+09
00000000-0000-0000-0000-000000000318_099114	00000000-0000-0000-0000-000000000318	99114	5	2013-02-23 07:21:37+09
00000000-0000-0000-0000-000000000318_100044	00000000-0000-0000-0000-000000000318	100044	4	2015-03-15 19:11:57+09
00000000-0000-0000-0000-000000000318_100106	00000000-0000-0000-0000-000000000318	100106	3.5	2015-01-29 18:36:27+09
00000000-0000-0000-0000-000000000318_100277	00000000-0000-0000-0000-000000000318	100277	4	2017-01-02 07:51:42+09
00000000-0000-0000-0000-000000000318_100553	00000000-0000-0000-0000-000000000318	100553	4.5	2015-03-15 02:14:07+09
00000000-0000-0000-0000-000000000318_101362	00000000-0000-0000-0000-000000000318	101362	2.5	2014-11-30 02:01:26+09
00000000-0000-0000-0000-000000000318_101741	00000000-0000-0000-0000-000000000318	101741	4	2014-11-30 02:10:43+09
00000000-0000-0000-0000-000000000318_102123	00000000-0000-0000-0000-000000000318	102123	3	2014-11-30 01:52:50+09
00000000-0000-0000-0000-000000000318_102125	00000000-0000-0000-0000-000000000318	102125	3	2016-12-31 21:03:01+09
00000000-0000-0000-0000-000000000318_102407	00000000-0000-0000-0000-000000000318	102407	3	2014-11-30 01:31:00+09
00000000-0000-0000-0000-000000000318_102445	00000000-0000-0000-0000-000000000318	102445	3.5	2014-10-19 21:56:02+09
00000000-0000-0000-0000-000000000318_102742	00000000-0000-0000-0000-000000000318	102742	4	2018-07-30 01:56:15+09
00000000-0000-0000-0000-000000000318_102823	00000000-0000-0000-0000-000000000318	102823	3.5	2015-10-24 05:00:36+09
00000000-0000-0000-0000-000000000318_103249	00000000-0000-0000-0000-000000000318	103249	3.5	2014-11-30 01:50:33+09
